,age,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,salary,employment_type
521,50,196232,9,0,2,0,1,1,0,50,1,0,1
522,24,248344,10,1,3,3,1,0,0,50,1,1,0
523,37,186035,10,0,2,0,1,0,0,45,1,0,0
524,44,177905,10,1,0,0,1,0,0,58,1,0,1
525,28,85812,10,0,1,0,0,0,0,40,1,1,1
526,42,221172,13,0,2,0,1,0,0,40,1,0,1
527,74,99183,10,1,3,0,0,0,0,9,1,1,1
528,38,190387,9,0,2,0,1,0,0,50,1,1,2
529,44,202692,14,0,2,0,1,0,0,40,1,1,2
530,44,109339,7,1,0,4,0,0,0,46,0,1,1
531,26,108658,9,1,3,0,1,0,0,40,1,1,1
532,36,197202,9,0,2,3,1,0,0,40,1,1,1
533,41,101739,12,0,1,0,0,0,0,50,1,0,1
534,67,231559,15,0,2,0,1,1,0,48,1,0,1
535,39,207853,8,0,2,0,1,0,0,50,1,1,0
536,57,190942,2,1,3,3,0,0,0,30,1,1,1
537,29,102345,11,1,3,0,1,0,0,40,1,1,1
538,31,41493,13,1,3,0,0,0,0,45,1,1,2
540,44,210525,10,0,2,0,1,0,0,40,1,1,1
541,29,133937,16,1,4,0,1,0,0,40,1,1,1
542,30,237903,10,1,0,0,0,0,0,40,1,1,1
543,27,163862,9,1,3,0,1,0,0,40,1,1,1
544,27,201872,10,0,2,0,1,0,0,50,1,1,1
545,32,84179,9,1,3,0,0,0,0,45,1,1,1
546,58,51662,6,0,1,0,0,0,0,8,1,1,1
547,35,233327,10,0,2,0,1,0,0,40,1,1,0
548,21,259510,9,1,4,0,1,0,0,36,1,1,1
549,28,184831,10,1,0,0,1,0,0,40,1,1,1
550,46,245724,10,1,3,0,1,0,0,50,1,1,2
551,36,27053,9,1,0,0,0,0,0,40,1,1,2
552,72,205343,7,1,0,0,0,0,0,40,1,1,1
553,35,229328,9,0,1,3,0,0,0,40,1,1,1
554,33,319560,11,1,0,3,0,0,0,40,1,0,0
555,69,136218,7,1,3,0,0,0,0,40,1,1,1
556,35,54576,9,0,2,0,1,0,0,40,1,1,1
558,34,148291,9,0,1,0,0,0,0,32,1,1,1
559,30,152453,7,0,2,0,1,0,0,40,0,1,1
560,28,114053,13,1,3,0,1,0,0,55,1,1,1
561,54,212960,13,0,2,0,1,0,0,35,1,0,1
562,47,264052,10,0,2,0,1,0,0,50,1,0,1
563,24,82804,9,1,0,3,0,0,0,40,1,1,1
564,52,334273,13,0,2,0,1,0,0,60,1,0,2
565,20,27337,9,1,4,1,1,0,0,48,1,1,1
566,43,188436,14,0,2,0,1,1,0,45,1,1,2
567,45,433665,4,1,0,0,0,0,0,40,0,1,1
568,29,110663,9,1,3,0,1,0,0,35,1,1,2
569,47,87490,14,1,0,0,1,0,0,42,1,1,1
570,24,354351,9,1,4,0,1,0,0,40,1,1,1
571,51,95469,9,0,2,0,1,0,0,40,1,1,1
572,17,242718,7,1,4,0,1,0,0,12,1,1,1
573,37,22463,11,0,2,0,1,0,1,40,1,0,1
574,27,158156,16,1,3,0,0,0,0,70,1,1,1
575,29,350162,13,0,1,0,1,0,0,40,1,0,1
577,36,28738,12,1,0,0,0,0,0,35,1,1,2
578,58,283635,13,1,3,0,0,0,0,40,1,1,0
579,26,86646,10,0,2,0,1,0,0,45,1,1,2
581,57,69884,9,0,2,0,1,0,0,40,1,0,1
582,59,199713,9,0,2,0,1,0,0,40,1,1,1
583,27,181659,9,0,2,0,1,0,0,40,1,1,1
584,31,340939,13,1,3,0,1,0,0,40,1,1,2
585,21,197747,10,1,4,0,0,0,0,24,1,1,1
586,29,34292,10,1,3,0,1,0,0,60,1,1,1
587,18,156764,7,1,4,0,1,0,0,40,1,1,1
588,52,25826,6,0,2,0,1,0,1,47,1,0,1
589,57,103948,13,1,3,0,1,0,0,80,1,1,2
592,60,39352,4,1,3,0,1,0,0,48,1,0,1
593,31,168387,13,0,2,0,1,1,0,40,0,0,1
594,23,117789,13,1,4,0,0,0,0,40,1,1,1
595,27,267147,9,1,4,0,1,0,0,40,1,1,1
597,42,214242,15,0,2,0,1,0,1,50,1,0,2
598,25,200408,10,1,3,0,1,1,0,40,1,1,1
599,49,136455,13,1,3,0,0,0,0,45,1,1,1
600,32,239824,13,1,3,0,1,0,0,40,1,1,1
601,19,217039,10,1,4,0,1,0,0,28,1,1,1
602,60,51290,4,1,3,0,0,0,0,40,1,1,1
603,42,175674,5,0,2,0,1,0,0,40,1,1,0
604,35,194404,12,1,3,0,1,0,0,40,1,1,2
605,48,45612,9,1,0,3,0,0,0,37,1,1,1
606,51,410114,14,0,2,0,1,0,0,40,1,0,1
607,29,182521,9,1,3,1,1,0,0,40,1,1,1
608,36,339772,9,1,3,3,1,0,0,40,1,1,0
609,17,169658,6,1,4,0,0,0,0,21,1,1,1
610,52,200853,14,1,3,0,0,1,0,60,1,1,1
611,24,247564,9,1,3,0,1,0,0,40,1,1,1
612,24,249909,9,0,2,0,1,0,0,50,1,1,1
613,26,208122,13,1,4,0,1,1,0,40,1,1,0
614,27,109881,13,1,4,0,0,0,0,20,1,1,1
615,39,207824,9,1,4,0,1,0,0,60,1,1,1
616,30,369027,9,0,2,3,1,0,0,45,1,1,1
617,50,114117,9,0,2,0,1,0,0,32,1,1,2
618,52,51048,13,0,2,0,1,0,0,55,1,1,2
619,46,102388,15,0,2,0,1,1,0,45,1,0,1
620,23,190483,13,1,4,0,0,0,0,20,1,1,1
621,45,462440,7,1,3,3,0,0,0,20,1,1,1
622,65,109351,5,1,0,3,0,0,0,24,1,1,1
623,29,34383,11,0,2,0,1,0,0,55,1,1,1
624,47,241832,5,1,0,0,1,0,0,40,0,1,1
625,30,124187,9,1,4,3,1,0,0,60,1,1,1
626,34,153614,9,0,2,0,1,0,0,45,1,0,1
627,38,267556,9,0,2,0,1,0,0,64,1,1,2
628,33,205469,10,0,2,0,1,0,0,40,1,0,1
629,49,268090,13,0,2,0,1,0,0,26,1,0,1
630,47,165039,10,1,0,3,0,0,0,40,1,1,2
631,49,120451,6,1,0,3,0,0,0,40,1,1,0
632,43,154374,10,0,2,0,1,1,0,60,1,0,1
633,30,103649,13,0,1,3,0,0,0,40,1,0,1
634,58,35723,9,0,2,0,1,0,0,60,1,1,2
635,19,262601,9,1,4,0,0,0,0,14,1,1,1
636,21,226181,13,1,3,0,1,0,0,40,1,1,1
637,33,175697,13,0,2,0,1,1,0,60,1,0,1
638,47,248145,3,0,2,0,1,0,0,50,0,1,2
639,52,289436,16,0,2,0,1,0,0,60,1,0,2
640,26,75654,9,1,3,0,1,0,0,55,1,1,1
641,60,199378,9,0,2,0,1,0,0,40,1,1,1
642,21,160968,10,1,4,0,1,0,0,40,1,1,1
643,36,188563,10,0,2,0,1,1,0,50,1,0,1
644,31,55849,10,0,2,0,1,0,0,45,1,1,1
645,50,195322,16,1,3,0,1,0,0,40,1,0,2
646,31,402089,9,1,0,0,0,0,0,40,1,1,0
647,71,78277,9,0,2,0,1,0,0,15,1,1,1
649,30,169496,13,0,2,0,1,0,0,40,1,0,0
650,20,130959,10,1,4,0,1,0,0,20,1,1,1
651,24,556660,9,1,5,0,1,1,0,50,1,1,1
652,35,292472,16,0,2,2,1,0,0,40,0,0,1
653,38,143774,10,1,3,0,0,0,0,45,1,1,0
654,27,288341,9,1,4,0,0,0,0,32,1,1,1
655,29,71592,10,1,0,2,0,0,0,40,0,1,0
657,34,106742,9,0,2,0,1,0,0,45,1,1,1
658,44,219288,4,0,2,0,1,0,0,35,1,1,1
659,43,174524,9,0,2,0,1,0,0,40,1,0,1
660,44,335183,8,0,2,3,1,0,0,40,1,0,2
661,35,261293,14,1,3,0,1,0,0,60,1,1,1
662,27,111900,10,1,3,0,1,0,0,40,1,1,1
663,43,194360,14,1,3,0,1,0,0,38,1,1,0
664,20,81145,10,1,3,0,0,0,0,25,1,1,1
665,42,341204,12,1,0,0,0,1,0,40,1,0,1
666,27,249362,10,0,2,0,1,1,0,40,1,1,0
667,42,247019,9,0,2,3,1,0,0,40,1,0,1
669,24,172146,5,1,3,0,1,0,1,40,1,1,1
670,48,110457,10,1,3,0,1,0,0,40,1,1,0
672,17,368700,7,1,4,0,1,0,0,10,1,1,2
673,33,182556,13,0,2,0,1,0,0,40,1,0,1
674,50,219420,9,0,2,0,1,0,0,50,1,0,2
675,22,240817,9,1,4,0,0,1,0,40,1,1,1
676,17,102726,8,1,4,0,1,0,0,16,1,1,1
677,32,226267,10,0,2,0,1,0,0,40,0,1,1
678,31,125457,9,1,3,0,1,0,0,45,1,1,1
679,58,204021,9,1,3,0,1,0,0,50,1,1,2
680,29,92262,9,1,4,0,1,0,0,48,1,1,0
681,37,161141,11,0,2,0,1,0,0,40,0,0,1
682,34,190290,9,0,2,0,1,0,0,40,1,0,2
683,23,430828,10,1,0,3,1,0,0,40,1,1,0
684,18,59342,7,1,4,0,0,0,0,5,1,1,0
685,34,136721,9,1,3,0,0,0,0,40,1,1,1
687,45,86644,13,0,1,0,0,0,0,55,1,1,0
688,41,195124,14,1,3,0,1,0,0,35,0,1,1
689,26,167350,9,1,5,0,1,0,0,30,1,1,1
690,54,113000,10,0,2,0,1,0,0,40,1,1,0
691,24,140027,10,1,4,3,0,0,0,45,1,1,1
692,42,262425,10,0,2,0,1,0,0,50,1,1,1
693,20,316702,10,1,4,0,1,0,0,20,1,1,1
694,23,335453,13,1,3,0,0,0,0,20,1,1,0
696,35,203628,14,1,3,0,1,0,0,60,1,0,1
697,31,118710,14,0,2,0,1,0,1,40,1,0,1
698,30,189620,13,1,4,0,0,0,0,40,0,1,1
699,19,475028,9,1,4,0,0,0,0,20,1,1,1
700,36,110866,13,1,3,0,1,0,0,50,1,1,0
701,31,243605,13,1,0,0,0,0,1,40,0,1,1
702,21,163870,10,1,4,0,1,0,0,30,1,1,1
703,31,80145,10,0,2,0,1,0,0,40,1,1,2
704,46,295566,16,1,0,0,0,1,0,65,1,0,1
705,44,63042,13,1,4,0,0,0,0,50,1,0,1
706,40,229148,8,0,2,3,1,0,0,40,0,1,1
707,45,242552,10,1,3,3,1,0,0,40,1,1,1
708,60,177665,9,0,2,0,1,0,0,35,1,1,1
709,18,208103,7,1,5,0,1,0,0,25,1,1,1
710,28,296450,13,0,2,0,1,0,0,40,1,1,1
711,36,70282,10,1,0,3,0,0,0,40,1,1,1
713,40,144995,11,0,2,0,1,1,0,40,1,1,1
714,36,382635,13,1,0,0,0,0,0,35,0,1,0
715,31,295697,9,1,0,3,0,0,0,40,1,1,1
716,33,194141,9,0,2,0,1,0,0,40,1,1,1
717,19,378418,9,1,4,0,0,0,0,40,1,1,0
718,22,214399,10,1,4,0,0,0,0,15,1,1,1
719,34,217460,13,0,2,0,1,0,0,45,1,0,1
720,33,182556,9,1,3,0,1,0,0,40,1,1,1
721,41,125831,9,0,2,0,1,0,1,60,1,1,1
722,29,271328,13,1,3,0,1,1,0,40,1,1,1
723,50,50459,9,0,2,0,1,0,0,42,1,0,0
724,42,162140,13,0,2,0,1,1,0,45,1,0,1
726,44,111502,9,0,1,0,0,0,0,40,1,1,1
727,20,299047,10,1,3,0,0,0,0,20,1,1,1
728,31,223212,9,0,2,0,1,0,0,40,0,1,1
730,23,352139,10,1,3,0,0,0,0,24,1,1,1
731,55,173093,10,1,3,2,0,0,0,40,1,1,1
732,26,181655,11,0,2,0,1,0,1,45,1,1,1
733,25,332702,11,1,4,0,0,0,0,15,1,1,1
735,35,234901,10,0,2,0,1,1,0,40,1,1,1
736,36,131414,10,1,3,3,0,0,0,36,1,1,1
737,43,260960,13,0,2,0,1,0,0,50,1,1,0
738,56,156052,9,1,0,3,0,1,0,20,1,1,1
739,42,279914,13,0,2,0,1,0,0,40,1,0,1
740,19,192453,10,1,5,0,0,0,0,25,1,1,1
741,55,200939,9,0,2,0,1,0,0,72,1,1,2
742,42,151408,14,1,3,0,0,1,0,50,1,0,1
743,26,112847,11,1,4,0,1,0,0,40,1,1,1
744,17,316929,8,1,4,0,1,0,0,20,1,1,1
745,42,126319,13,0,1,0,0,0,0,40,1,0,0
746,55,197422,9,0,2,0,1,1,0,40,1,0,1
747,32,267736,10,1,4,3,0,0,0,40,1,1,1
748,29,267034,7,1,4,3,1,0,0,40,0,1,1
749,46,193047,13,0,2,0,1,0,0,37,1,1,0
750,29,356089,13,0,2,0,1,1,0,40,1,0,0
751,22,223515,13,1,0,0,1,0,0,20,1,1,1
752,58,87510,6,0,2,0,1,0,0,40,1,1,2
753,23,145111,9,1,0,0,1,0,0,50,1,1,1
754,39,48093,9,1,3,0,1,0,0,40,1,1,1
755,27,31757,11,1,4,0,1,0,0,38,1,1,1
756,54,285854,9,0,2,0,1,0,0,40,1,0,1
757,33,120064,13,1,3,0,0,0,0,45,1,1,0
758,46,167381,9,0,1,0,0,0,0,40,1,0,0
759,37,103408,9,1,3,3,1,0,0,40,1,1,1
760,36,101460,9,1,3,0,0,0,0,18,1,1,1
761,59,420537,9,0,1,0,0,0,0,38,1,0,0
762,34,119411,9,1,0,0,1,0,0,40,0,1,0
763,53,128272,16,0,2,0,1,0,0,70,1,0,2
764,51,386773,13,1,3,0,1,0,0,55,1,0,1
765,32,283268,6,1,0,0,0,0,0,42,1,1,1
766,31,301526,10,1,5,0,1,0,0,40,1,1,0
767,22,151790,10,0,1,0,0,0,0,30,0,1,1
768,47,106252,13,1,3,0,0,0,0,50,1,1,2
769,32,188557,9,1,3,0,1,0,0,40,1,1,1
770,26,171114,10,1,3,0,0,0,0,38,1,1,1
771,37,327323,3,1,3,0,1,0,0,32,0,1,1
772,31,244147,9,1,0,0,1,0,0,55,1,1,1
773,37,280282,11,0,1,0,0,0,0,24,1,0,1
774,55,116442,9,1,3,0,1,0,0,38,1,1,1
775,23,282579,11,1,3,0,1,0,0,56,1,1,0
776,36,51838,10,1,0,0,0,0,0,40,1,1,1
778,43,226902,13,0,2,0,1,0,0,50,1,0,1
779,54,279129,10,1,3,0,1,0,0,40,1,1,1
781,28,196690,11,1,3,0,0,0,1,42,1,1,1
782,40,130760,11,0,2,0,1,0,0,50,1,0,1
783,41,49572,10,0,2,0,1,0,0,60,1,1,2
784,40,237601,13,1,3,4,0,0,0,55,1,0,1
785,42,169628,10,1,3,3,0,0,0,38,1,1,1
786,61,36671,9,0,2,0,1,0,1,50,1,1,2
787,18,231193,8,1,4,0,1,0,0,30,1,1,1
790,48,102102,11,0,2,0,1,0,0,50,1,0,1
791,41,32185,13,0,2,0,1,0,0,40,1,1,2
793,23,211046,9,1,3,0,0,1,0,40,1,1,1
794,60,31577,9,0,2,0,1,0,0,60,1,0,1
795,22,162343,10,1,5,3,1,0,0,20,1,1,1
796,61,128831,9,0,2,0,1,0,0,40,1,1,1
797,25,316688,9,1,3,3,1,0,0,40,1,1,1
798,46,90758,14,1,3,0,1,0,0,35,1,0,1
799,43,274363,13,0,2,0,1,0,1,40,0,0,1
800,43,154538,12,1,3,0,1,0,0,40,1,1,1
801,24,106085,9,1,4,3,1,0,1,30,1,1,1
802,68,315859,7,1,0,0,1,0,0,20,1,1,2
803,31,51471,9,1,0,0,0,0,0,38,1,1,1
804,17,193830,7,1,4,0,0,0,0,20,1,1,1
805,32,231043,9,0,2,0,1,1,0,48,1,0,1
807,33,169879,13,0,2,0,1,1,0,47,1,0,1
808,64,270333,13,0,2,0,1,0,0,40,1,0,1
809,20,138768,9,1,4,0,1,0,0,30,1,1,1
810,30,191571,9,1,4,0,0,0,0,36,1,1,1
812,43,94113,10,1,3,0,1,0,0,45,1,1,1
813,22,137510,10,1,4,0,1,0,0,40,1,1,1
814,17,32607,6,1,4,0,1,0,0,20,1,1,1
815,47,93208,9,0,1,0,0,0,0,75,0,1,2
816,41,254440,11,1,3,0,0,0,0,60,1,1,1
817,56,186556,10,0,2,0,1,0,0,50,1,0,1
818,64,169871,9,0,2,0,1,0,0,45,1,1,1
819,47,191277,9,0,2,0,1,0,0,50,1,0,1
820,48,167159,11,1,0,0,1,0,0,40,1,1,1
821,31,171871,14,1,3,0,0,0,0,46,1,1,1
822,29,154411,11,1,4,0,1,0,0,40,1,1,1
823,30,129227,9,1,3,0,0,0,0,40,1,1,1
824,32,110331,9,0,2,0,1,0,1,60,1,1,1
825,57,34269,9,1,0,0,1,0,1,42,1,0,1
826,62,174355,9,1,3,0,0,0,0,40,1,1,1
827,39,680390,9,1,0,0,0,0,0,24,1,1,1
828,43,233130,10,1,3,0,1,0,0,25,1,1,1
829,24,165474,13,1,4,0,1,0,0,40,1,1,2
831,53,194259,10,0,1,0,0,1,0,40,1,0,1
832,26,280093,10,1,4,0,1,0,0,40,1,1,1
833,73,177387,9,0,2,0,1,0,0,40,1,1,2
835,55,105304,9,0,2,0,1,0,0,40,1,1,1
836,25,499233,9,1,3,0,1,0,0,40,1,1,1
837,41,180572,13,1,3,0,0,0,0,50,1,0,1
838,24,321435,13,1,3,0,1,0,0,50,1,1,1
839,63,86108,9,1,3,0,1,0,0,6,1,1,1
840,17,198124,7,1,4,0,1,0,0,20,1,1,1
841,35,135162,10,0,2,0,1,0,0,50,1,1,1
842,51,146813,10,0,2,0,1,0,0,40,1,0,1
843,62,291175,13,1,3,0,0,0,0,48,1,1,0
844,55,387569,9,0,2,0,1,1,0,40,1,0,1
845,43,102895,10,1,3,0,1,0,0,40,1,1,1
846,40,33274,9,1,3,0,0,0,0,50,1,1,0
847,37,86551,13,0,2,0,1,0,0,45,1,0,1
848,39,138192,13,0,2,0,1,0,0,40,1,1,1
849,31,118966,9,1,4,0,1,0,0,18,1,1,1
850,61,99784,14,1,3,0,0,0,0,40,1,0,1
851,26,90980,11,1,3,0,0,0,0,55,1,1,1
852,46,177407,9,0,2,0,1,0,0,50,1,1,2
853,26,96467,13,1,3,0,0,0,0,40,1,1,1
854,48,327886,16,1,4,0,1,0,0,50,1,0,0
855,34,111567,9,1,4,0,1,0,0,40,1,1,1
856,34,166545,9,1,4,0,0,0,0,40,1,1,0
857,59,142182,9,0,2,0,1,0,0,40,1,0,1
858,34,188798,13,1,4,0,0,0,0,40,1,1,1
859,49,38563,13,1,3,0,0,0,0,56,1,0,1
860,18,216284,7,1,4,0,0,0,0,20,1,1,1
861,43,191547,9,0,2,0,1,0,0,40,0,1,1
862,48,285335,7,0,2,0,1,0,0,50,1,1,1
863,28,142712,10,0,2,0,1,0,0,70,1,1,2
864,33,80945,9,0,2,0,1,0,0,40,1,1,1
865,24,309055,10,1,3,0,0,0,0,15,1,1,1
866,21,62339,6,1,3,0,1,0,0,40,1,1,1
867,17,368700,7,1,4,0,1,0,0,28,1,1,1
868,39,176186,10,0,2,0,1,0,0,50,1,0,1
869,29,266855,13,1,4,0,1,0,0,40,1,1,2
870,44,48087,13,0,2,0,1,0,0,40,1,0,1
871,24,121313,10,1,4,0,1,0,0,50,1,1,1
872,71,143437,14,0,2,0,1,1,0,40,1,0,2
873,51,160724,13,0,2,2,1,0,1,40,0,0,2
874,55,282753,3,1,0,3,1,0,0,25,1,1,1
875,41,194636,13,0,2,0,1,0,0,60,1,0,1
876,23,153044,9,1,0,3,0,0,0,7,1,1,1
877,38,411797,11,1,0,0,0,0,0,40,1,1,1
878,39,117683,9,0,2,0,1,0,0,40,1,0,1
879,19,376540,9,1,3,0,0,0,0,30,1,1,1
880,49,72393,5,1,3,0,0,0,0,40,1,1,1
881,32,270335,13,0,5,0,1,0,0,40,0,0,1
882,27,96226,9,0,2,0,1,0,0,70,1,1,1
883,38,95336,13,0,2,0,1,0,0,50,1,0,1
884,33,258498,10,0,1,0,0,0,0,60,1,1,1
886,23,205865,13,1,4,0,1,0,0,28,1,1,1
888,54,406468,9,0,2,3,1,0,0,40,1,1,2
889,29,177119,11,1,3,0,0,1,0,45,1,1,1
891,35,372525,13,1,3,0,1,0,0,40,1,1,2
892,28,164170,11,0,1,2,0,0,0,40,0,1,1
893,37,183800,13,0,2,0,1,1,0,50,1,0,1
894,42,177307,15,0,2,0,1,0,0,65,1,0,2
895,40,170108,14,0,2,0,1,0,0,40,1,1,1
896,47,341995,10,1,4,0,1,0,0,55,1,1,1
897,22,226508,13,1,4,0,0,0,0,50,1,1,1
898,30,87418,13,0,2,0,1,0,0,45,1,0,1
899,28,109165,9,0,2,0,1,0,0,40,1,1,1
900,63,28856,4,0,2,0,1,0,0,55,1,1,0
901,51,175897,5,0,2,0,1,0,0,20,1,1,2
902,22,99697,9,1,4,0,0,0,0,40,1,1,1
904,35,152375,9,1,3,0,1,0,0,45,1,1,1
905,46,171550,9,1,3,0,0,0,0,38,1,1,1
906,37,211154,10,1,3,0,1,0,0,52,1,1,1
907,24,202570,13,1,4,3,1,0,0,15,1,1,1
908,37,168496,9,1,4,0,1,0,0,10,1,1,2
909,53,68898,10,0,2,0,1,0,0,40,1,1,1
910,27,93235,9,1,3,0,1,0,0,30,1,1,1
911,38,278924,10,1,3,0,1,0,0,44,1,1,1
912,53,311020,6,0,2,0,1,0,0,60,1,1,2
913,34,175878,10,1,3,0,1,0,0,40,1,1,1
914,23,543028,9,1,4,3,1,0,0,40,1,1,1
915,39,202027,13,0,2,0,1,1,0,45,1,0,1
916,43,158926,14,0,1,2,0,0,0,50,0,1,1
917,67,76860,9,0,2,2,1,0,0,40,1,0,2
918,81,136063,9,0,2,0,1,0,0,30,1,1,2
919,21,186648,10,1,4,0,1,0,0,20,1,1,1
920,23,257509,10,1,3,0,1,0,0,25,1,1,1
921,25,98155,10,1,0,0,1,0,0,40,1,1,1
922,42,274198,3,0,1,0,0,0,0,38,0,1,1
923,38,97083,10,0,1,3,0,0,0,40,1,1,1
925,32,262153,9,0,2,0,1,0,0,40,1,1,1
926,37,214738,9,0,2,0,1,0,0,40,1,1,1
927,51,138022,14,0,2,0,1,0,0,60,1,0,1
928,22,91842,10,1,3,0,0,0,0,42,1,1,1
929,33,373662,2,1,3,0,0,0,0,40,0,1,1
930,42,162003,9,1,3,0,1,0,0,55,1,1,1
932,51,241843,1,0,2,0,1,0,0,40,1,1,0
933,23,375871,9,0,1,0,0,0,0,40,0,1,1
934,37,186934,7,0,2,0,1,1,0,44,1,0,1
935,37,176900,9,0,2,0,1,0,0,99,1,0,1
936,47,21906,14,1,3,0,0,0,0,25,1,1,1
937,41,132222,15,0,2,0,1,0,1,40,1,0,1
938,33,143653,9,0,2,0,1,0,0,30,1,1,1
939,31,111567,13,1,3,0,1,0,0,40,1,0,1
940,31,78602,12,1,0,1,0,0,0,40,1,1,1
941,35,465507,9,0,2,3,1,0,0,40,1,1,1
942,38,196373,9,0,2,0,1,0,0,40,1,0,2
943,18,293227,9,1,3,0,0,0,0,45,1,1,1
944,20,241752,9,0,2,0,1,0,0,40,1,1,1
945,54,166398,10,1,0,3,0,0,0,35,1,1,0
946,40,184682,10,1,0,0,0,0,0,40,1,1,1
947,36,108293,13,0,1,0,0,0,1,45,1,0,2
948,43,250802,10,1,0,0,1,0,0,35,1,1,1
949,44,325159,10,1,0,0,1,0,0,40,1,1,2
950,44,174675,9,0,1,0,0,0,0,40,1,0,0
951,43,227065,14,0,2,0,1,0,0,43,1,0,1
952,51,269080,4,1,0,3,0,0,0,40,1,1,1
953,18,177722,9,1,4,0,0,0,0,20,1,1,1
954,51,133461,10,0,2,0,1,0,0,40,1,1,1
956,44,398473,10,0,2,0,1,0,0,70,1,0,2
957,33,298785,6,1,3,0,1,0,0,40,1,1,0
958,33,123424,13,0,2,0,1,0,0,40,1,0,2
959,42,176286,12,0,2,0,1,0,0,40,1,0,1
960,25,150062,10,0,2,0,1,0,0,45,1,1,1
961,32,169240,9,1,3,0,0,0,0,38,1,1,1
962,32,288273,13,0,2,0,1,0,0,70,0,1,1
963,36,526968,6,1,0,0,0,0,0,40,1,1,1
964,28,57066,9,0,2,0,1,0,0,40,1,1,1
965,20,323573,9,1,4,0,0,0,0,20,1,1,1
966,35,368825,10,0,2,0,1,0,0,60,1,0,2
967,55,189721,9,0,2,0,1,0,0,20,1,1,2
968,48,164966,13,0,2,2,1,0,0,40,0,0,1
970,34,202046,9,0,2,0,1,0,0,35,1,0,1
971,28,161538,13,1,3,0,0,0,0,35,1,1,1
972,67,105252,13,1,3,0,1,0,1,40,1,0,1
973,37,200153,9,0,2,0,1,0,0,40,1,1,1
974,44,32185,9,1,0,0,1,0,0,70,1,1,1
975,25,178326,10,1,3,0,0,0,0,40,1,1,1
976,21,255957,10,1,3,0,0,1,0,40,1,1,1
977,40,188693,14,0,2,0,1,0,0,35,1,0,0
978,78,182977,9,1,3,3,0,1,0,40,1,1,1
979,34,159929,9,1,4,0,1,0,0,40,1,1,1
980,49,123207,9,1,3,0,0,0,0,44,1,1,1
981,22,284317,12,1,3,0,0,0,0,40,1,1,1
983,60,154474,9,1,0,0,1,0,0,42,1,1,2
984,45,318280,9,1,3,0,1,0,0,40,1,0,0
985,63,254907,11,1,3,0,0,0,0,20,1,1,1
986,41,349221,9,1,4,3,0,0,0,35,1,1,1
987,47,335973,9,1,0,0,0,0,0,40,1,1,1
988,44,126701,9,1,0,0,1,0,0,40,1,1,1
989,51,122159,10,1,3,0,0,1,0,40,1,1,1
990,46,187370,13,1,3,0,1,0,1,40,1,1,1
991,41,194636,11,0,2,0,1,0,0,40,1,1,1
992,50,124793,9,0,2,0,1,0,0,30,1,1,2
993,47,192835,9,0,2,0,1,0,0,50,1,0,1
994,35,290226,9,1,3,0,1,0,0,45,1,1,1
995,56,112840,9,0,2,0,1,0,0,55,1,0,1
996,45,89325,14,1,3,0,1,0,0,45,1,1,1
997,48,33109,13,1,0,0,1,0,0,58,1,0,0
998,40,82465,10,0,2,0,1,1,0,40,1,1,1
999,39,329980,13,0,2,0,1,1,0,50,1,0,2
1000,20,148294,10,1,4,0,1,0,0,40,1,1,1
1001,50,168212,16,0,2,0,1,0,1,65,1,0,1
1002,38,343642,9,0,1,0,0,0,0,40,1,0,0
1003,23,115244,13,1,4,0,0,0,0,60,1,1,0
1004,31,162572,9,1,4,0,1,0,0,16,1,1,1
1005,58,356067,13,0,2,0,1,0,0,40,1,1,1
1006,66,271567,9,1,3,3,1,0,0,40,1,1,1
1007,39,180804,9,0,2,0,1,0,0,40,1,0,2
1008,54,123011,9,0,2,0,1,1,0,52,1,0,2
1009,26,109186,10,0,2,0,1,0,0,50,0,1,1
1010,51,220537,9,1,3,0,0,0,0,40,1,1,1
1011,34,124827,11,1,4,0,1,0,0,40,1,1,1
1012,50,767403,9,0,2,0,1,1,0,40,1,0,1
1013,42,118494,10,0,2,0,1,0,0,44,1,0,1
1014,38,173208,14,0,2,0,1,0,0,25,1,1,1
1015,48,107373,4,0,2,0,1,0,0,40,1,1,1
1016,33,26973,11,0,1,0,0,0,0,40,1,0,1
1017,51,191965,9,1,0,0,0,0,0,32,1,1,1
1018,22,122346,9,1,3,0,1,0,0,40,1,1,1
1020,41,198316,10,1,3,0,1,0,0,50,0,1,1
1021,48,123075,14,0,2,0,1,0,0,35,1,0,0
1022,42,209370,9,1,3,0,0,0,0,30,1,1,1
1023,34,33117,10,0,2,0,1,0,0,40,1,1,1
1024,23,129042,9,1,0,3,0,0,0,40,1,1,1
1025,56,169133,9,0,2,0,1,0,0,50,0,1,1
1027,45,368561,9,0,2,0,1,0,0,55,1,0,1
1028,48,207848,6,0,1,0,0,0,0,40,1,1,1
1029,48,138370,14,1,3,2,1,0,0,50,0,1,2
1030,31,93106,11,1,3,0,0,0,0,40,1,1,1
1031,20,223515,12,1,4,0,1,0,1,20,1,1,0
1032,27,389713,10,1,3,0,1,0,0,40,1,1,1
1033,32,206365,9,1,3,3,0,0,0,40,1,1,1
1037,37,123785,9,1,3,0,1,0,0,75,1,1,1
1038,34,289984,9,1,0,3,0,0,0,30,1,1,1
1040,90,137018,9,1,3,0,0,0,0,40,1,1,1
